Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	BF5	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NFRAN_RS13800	NZ_LR216287.1	1704570	1704797	-	228	19	107	58	51	21	27	24	38	33	21
NFRAN_RS08110	NZ_LR216287.1	1705075	1705374	+	300	0	7	0	4	0	6	4	0	0	2
NFRAN_RS08115	NZ_LR216287.1	1705307	1705687	+	381	9	0	4	2	5	1	23	5	6	31
NFRAN_RS14260	NZ_LR216287.1	1706001	1706447	+	447	60	158	116	57	84	36	102	58	26	83
NFRAN_RS08125	NZ_LR216287.1	1706462	1706653	+	192	167	173	218	264	126	83	79	65	95	82
NFRAN_RS08130	NZ_LR216287.1	1707200	1708138	-	939	11095	10577	12503	14723	11060	14261	12937	11683	15037	16103
NFRAN_RS08135	NZ_LR216287.1	1708264	1709355	-	1092	7731	8470	8710	7819	7164	10297	8097	8982	10785	12148
NFRAN_RS08140	NZ_LR216287.1	1709606	1709679	-	74	29	82	61	79	103	47	50	83	50	112
NFRAN_RS08145	NZ_LR216287.1	1709775	1711166	-	1392	2788	3972	2712	3754	4076	6235	5434	5478	6772	7674
NFRAN_RS08150	NZ_LR216287.1	1711188	1711562	-	375	3472	4676	4081	4287	3689	6678	5982	6100	8597	8509
NFRAN_RS08155	NZ_LR216287.1	1711747	1713774	-	2028	868	698	964	978	676	927	739	741	868	1128
NFRAN_RS08160	NZ_LR216287.1	1713904	1715325	-	1422	892	725	1189	1203	992	967	880	844	982	1163
NFRAN_RS08165	NZ_LR216287.1	1715518	1715847	+	330	6053	7144	6530	4927	5375	5831	4882	5891	6640	7075
NFRAN_RS08170	NZ_LR216287.1	1715906	1718302	+	2397	3890	3145	4063	3842	3315	5119	4005	4446	4861	5834
NFRAN_RS13810	NZ_LR216287.1	1719778	1719939	-	162	2	42	41	7	6	14	9	10	0	2
NFRAN_RS13815	NZ_LR216287.1	1720422	1720574	+	153	26	26	4	41	52	62	48	35	88	52
NFRAN_RS08175	NZ_LR216287.1	1720803	1721678	-	876	4235	3013	5807	3596	4978	2250	2603	2159	3414	2779
NFRAN_RS08180	NZ_LR216287.1	1721702	1721986	-	285	177	110	318	309	265	72	75	103	182	111
NFRAN_RS08185	NZ_LR216287.1	1723301	1723846	+	546	120	184	96	138	159	149	115	83	104	241
NFRAN_RS08195	NZ_LR216287.1	1724549	1724989	-	441	4455	4030	6962	3118	4321	2505	3230	3427	5120	5322
NFRAN_RS08200	NZ_LR216287.1	1725291	1725896	+	606	0	0	1	1	1	5	6	8	3	0
NFRAN_RS08205	NZ_LR216287.1	1725915	1726124	+	210	24	99	14	14	18	32	29	42	42	59
NFRAN_RS08210	NZ_LR216287.1	1726841	1727494	-	654	161	191	174	181	138	316	269	325	333	406
NFRAN_RS13820	NZ_LR216287.1	1727778	1727951	-	174	561	510	629	481	685	868	864	634	954	1205
NFRAN_RS08215	NZ_LR216287.1	1728209	1729132	-	924	5070	5693	6280	5253	6093	7234	6396	6765	7750	9905
NFRAN_RS08220	NZ_LR216287.1	1729902	1731152	-	1251	7186	5700	8716	6862	7718	7630	6968	7604	10226	9921
NFRAN_RS08225	NZ_LR216287.1	1731511	1734507	-	2997	1899	1794	1835	2094	2354	3121	2907	2739	3671	3897
NFRAN_RS08230	NZ_LR216287.1	1734742	1735509	+	768	94	124	198	131	150	161	160	158	110	185
NFRAN_RS08235	NZ_LR216287.1	1735621	1737132	-	1512	250	293	255	311	421	534	535	455	459	597
NFRAN_RS08240	NZ_LR216287.1	1737457	1737909	+	453	5116	3784	7656	5589	5283	3179	3956	3830	6646	4968
NFRAN_RS08245	NZ_LR216287.1	1738204	1739073	+	870	2033	2994	2472	1752	2209	2493	2694	2157	3650	2869
NFRAN_RS08250	NZ_LR216287.1	1739657	1740682	-	1026	2081	2721	2426	2543	3327	3063	3098	2825	3755	3789
NFRAN_RS08255	NZ_LR216287.1	1740797	1741324	-	528	964	933	1358	1156	1171	1412	1069	1201	1509	1797
NFRAN_RS08260	NZ_LR216287.1	1741473	1742696	-	1224	11504	13065	13510	15645	14825	19455	14399	15601	18339	19424
NFRAN_RS08265	NZ_LR216287.1	1743222	1744214	+	993	144	210	231	188	238	227	278	222	246	280
NFRAN_RS08270	NZ_LR216287.1	1744683	1746554	+	1872	7401	7675	7728	8451	9526	10180	10029	9652	11006	11702
NFRAN_RS08275	NZ_LR216287.1	1747755	1748831	+	1077	1965	2274	1818	1966	1952	2122	1843	1806	2534	2608
NFRAN_RS08280	NZ_LR216287.1	1748828	1749661	+	834	1761	2202	1792	1603	1710	1980	2041	1787	2424	2538
NFRAN_RS08285	NZ_LR216287.1	1750183	1751094	+	912	6374	5419	7914	6665	6524	7941	6832	6447	7771	10053
NFRAN_RS08290	NZ_LR216287.1	1751209	1751895	-	687	1358	1190	1284	1304	1137	1725	1306	1539	1655	1894
NFRAN_RS08295	NZ_LR216287.1	1751912	1752499	-	588	537	479	476	495	529	516	571	471	566	660
NFRAN_RS08300	NZ_LR216287.1	1752692	1753132	-	441	9178	8195	8673	11677	10265	14745	14185	13332	12342	18295
NFRAN_RS08305	NZ_LR216287.1	1753391	1753780	+	390	365	399	628	951	423	273	232	156	266	181
NFRAN_RS08310	NZ_LR216287.1	1753876	1754481	-	606	106	124	181	153	120	235	132	178	204	197
NFRAN_RS08315	NZ_LR216287.1	1754683	1755720	-	1038	2717	2302	2766	2776	2785	4201	3324	3182	3831	4550
NFRAN_RS13825	NZ_LR216287.1	1755943	1756107	-	165	24	82	38	52	46	45	36	78	64	63
NFRAN_RS08320	NZ_LR216287.1	1756516	1756836	-	321	181	81	307	202	313	264	229	305	290	395
NFRAN_RS08325	NZ_LR216287.1	1757291	1757635	-	345	561	419	666	715	810	413	375	411	467	614
NFRAN_RS08330	NZ_LR216287.1	1758836	1760629	-	1794	1238	937	1345	1567	1097	1191	891	798	1022	1204
NFRAN_RS08335	NZ_LR216287.1	1760935	1762452	-	1518	321	339	330	345	505	1063	789	923	766	1052
NFRAN_RS08340	NZ_LR216287.1	1763060	1763716	+	657	560	606	509	523	771	1084	971	738	1217	1367
NFRAN_RS08345	NZ_LR216287.1	1764090	1765211	+	1122	2825	3801	2689	3055	3543	4646	4791	4823	5397	6997
NFRAN_RS08350	NZ_LR216287.1	1765985	1766950	-	966	1298	1044	1438	1449	982	953	736	668	965	1036
NFRAN_RS08355	NZ_LR216287.1	1767210	1767413	+	204	141	169	212	239	317	502	477	463	414	716
NFRAN_RS08360	NZ_LR216287.1	1767777	1768064	+	288	1382	2857	2585	1605	1051	669	563	708	551	915
NFRAN_RS08365	NZ_LR216287.1	1768215	1768982	+	768	73	208	156	181	78	100	135	100	96	192
NFRAN_RS08370	NZ_LR216287.1	1769277	1769603	+	327	517	514	497	406	591	608	407	437	590	574
NFRAN_RS08385	NZ_LR216287.1	1771477	1772022	+	546	138	134	131	123	130	183	167	229	267	122
NFRAN_RS08390	NZ_LR216287.1	1772193	1772582	-	390	1280	966	1415	1440	1204	1220	1389	1098	1500	1459
NFRAN_RS14360	NZ_LR216287.1	1772688	1772819	-	132	8	14	23	11	2	15	14	16	6	17
NFRAN_RS08395	NZ_LR216287.1	1773252	1773755	-	504	89	98	147	134	82	70	44	74	64	74
NFRAN_RS08405	NZ_LR216287.1	1774682	1775101	+	420	299	304	395	378	283	176	137	180	108	170
NFRAN_RS08410	NZ_LR216287.1	1775538	1775819	+	282	190	165	146	110	214	263	291	196	292	493
NFRAN_RS08415	NZ_LR216287.1	1776293	1776991	+	699	563	508	598	698	458	185	89	139	138	170
NFRAN_RS08420	NZ_LR216287.1	1777312	1777878	-	567	215	350	321	390	337	263	198	215	259	374
NFRAN_RS08425	NZ_LR216287.1	1778075	1778257	+	183	48	90	106	88	141	139	74	42	84	102
NFRAN_RS08430	NZ_LR216287.1	1778696	1779271	-	576	1499	1199	2404	3644	1836	1799	1105	874	1244	1104
NFRAN_RS08435	NZ_LR216287.1	1780248	1781321	+	1074	46	48	43	85	54	87	48	64	80	48
NFRAN_RS08440	NZ_LR216287.1	1781340	1781945	+	606	32	0	68	48	24	32	18	37	9	37
NFRAN_RS13830	NZ_LR216287.1	1782095	1782262	+	168	94	106	223	313	137	54	30	36	31	54
NFRAN_RS08445	NZ_LR216287.1	1782461	1783810	+	1350	222	275	244	342	146	122	57	55	60	86
NFRAN_RS08450	NZ_LR216287.1	1784595	1784864	+	270	469	362	527	394	213	231	202	269	379	378
NFRAN_RS08455	NZ_LR216287.1	1784861	1785220	+	360	1464	1768	1898	1535	1640	1561	1429	1471	1657	2426
NFRAN_RS08460	NZ_LR216287.1	1785278	1786342	+	1065	3259	2857	3791	3198	2735	3268	2663	2739	3235	4078
NFRAN_RS08465	NZ_LR216287.1	1787691	1788407	+	717	1421	1644	1996	2774	1659	2032	1443	1286	1711	2018
NFRAN_RS08470	NZ_LR216287.1	1789057	1790142	+	1086	771	1195	1066	1073	991	1010	938	1083	1087	1574
NFRAN_RS08475	NZ_LR216287.1	1790473	1790922	+	450	36	89	38	28	65	24	70	36	46	86
NFRAN_RS08480	NZ_LR216287.1	1791412	1791993	-	582	10	39	37	38	27	28	29	28	18	79
NFRAN_RS08485	NZ_LR216287.1	1792087	1792710	-	624	196	241	208	228	174	274	201	194	299	358
NFRAN_RS08490	NZ_LR216287.1	1792774	1792953	-	180	80	14	28	26	50	62	57	52	44	96
NFRAN_RS08495	NZ_LR216287.1	1794301	1794639	+	339	881	607	1374	1402	937	934	431	336	532	622
NFRAN_RS08500	NZ_LR216287.1	1795150	1795698	+	549	22	83	68	63	86	69	44	28	72	62
NFRAN_RS08505	NZ_LR216287.1	1796146	1798983	-	2838	1522372	959069	1650071	1549803	1371536	164737	201927	192172	223615	198988
NFRAN_RS08510	NZ_LR216287.1	1798964	1800019	-	1056	375765	255224	399174	359479	355294	39077	47739	47570	55868	51513
NFRAN_RS08515	NZ_LR216287.1	1800779	1801321	+	543	171549	128989	232489	173377	154434	18171	31121	24659	27174	23838
NFRAN_RS08520	NZ_LR216287.1	1801370	1801666	+	297	82486	53704	96541	72953	63304	8575	13364	9278	11056	9565
NFRAN_RS08525	NZ_LR216287.1	1801807	1802400	-	594	610	1008	906	715	537	470	433	419	518	679
NFRAN_RS08530	NZ_LR216287.1	1802660	1803238	+	579	414	438	505	561	417	264	302	288	286	334
NFRAN_RS08535	NZ_LR216287.1	1803446	1803685	-	240	1234	850	1912	2677	1791	374	271	193	348	517
NFRAN_RS08540	NZ_LR216287.1	1803849	1804673	-	825	273	298	277	352	346	253	204	326	245	356
NFRAN_RS08545	NZ_LR216287.1	1805471	1805899	+	429	503	300	657	694	721	461	441	423	543	684
NFRAN_RS08550	NZ_LR216287.1	1806792	1807292	+	501	2184	2335	2470	2539	2598	3292	3205	3038	3462	4604
NFRAN_RS08555	NZ_LR216287.1	1807880	1809715	+	1836	1708	1515	1971	1756	1573	1357	1221	1290	1481	1633
NFRAN_RS08560	NZ_LR216287.1	1810117	1810596	+	480	413	544	538	486	568	821	657	723	772	964
NFRAN_RS08565	NZ_LR216287.1	1810889	1811845	-	957	644	519	619	648	626	420	473	491	640	791
NFRAN_RS08570	NZ_LR216287.1	1812169	1812636	+	468	392	456	485	393	473	442	350	483	553	711
NFRAN_RS08575	NZ_LR216287.1	1812791	1813099	+	309	246	342	488	506	497	368	320	318	392	612
NFRAN_RS08580	NZ_LR216287.1	1813332	1814606	-	1275	866	632	954	986	916	1036	862	965	1102	1061
NFRAN_RS08585	NZ_LR216287.1	1814653	1815126	-	474	90	166	163	97	184	115	123	90	178	151
NFRAN_RS08590	NZ_LR216287.1	1815707	1817068	+	1362	2017	2506	2361	2399	2282	2193	2071	1907	2347	2817
NFRAN_RS08595	NZ_LR216287.1	1817263	1818267	-	1005	1681	1320	2076	2097	1884	1979	2001	1966	1765	2732
NFRAN_RS08600	NZ_LR216287.1	1819026	1819565	-	540	185	487	377	490	326	534	467	510	547	885
NFRAN_RS08605	NZ_LR216287.1	1819750	1820682	+	933	27	48	61	60	36	38	26	54	80	66
NFRAN_RS08610	NZ_LR216287.1	1821251	1822339	+	1089	3431	4658	3388	3860	5198	7084	6903	6433	6606	8494
NFRAN_RS08615	NZ_LR216287.1	1822665	1823054	-	390	158	363	403	337	480	14	50	26	39	15
NFRAN_RS08620	NZ_LR216287.1	1823613	1824029	-	417	210	293	225	259	444	638	603	618	699	856
NFRAN_RS08630	NZ_LR216287.1	1824914	1825519	-	606	0	9	16	0	30	3	9	14	11	3
NFRAN_RS08635	NZ_LR216287.1	1825818	1826102	+	285	459	599	774	673	636	628	503	624	669	1113
NFRAN_RS08640	NZ_LR216287.1	1826123	1827046	+	924	4407	5041	4375	4806	4161	4548	4300	4090	5040	5767
NFRAN_RS08645	NZ_LR216287.1	1827047	1827730	-	684	337	235	530	361	337	309	325	275	388	469
NFRAN_RS08650	NZ_LR216287.1	1827727	1828836	-	1110	256	477	238	276	263	275	289	318	334	464
NFRAN_RS08655	NZ_LR216287.1	1828893	1829498	-	606	0	22	27	30	6	27	15	16	6	32
NFRAN_RS08660	NZ_LR216287.1	1829653	1830210	+	558	16275	12419	16452	13834	12862	8968	8723	9030	11363	11590
NFRAN_RS08665	NZ_LR216287.1	1830798	1830989	-	192	0	0	0	10	4	0	0	0	0	0
NFRAN_RS14365	NZ_LR216287.1	1831473	1831598	+	126	569	598	680	505	491	329	231	321	382	327
NFRAN_RS13835	NZ_LR216287.1	1833472	1833609	+	138	0	7	22	6	40	2	0	0	1	6
NFRAN_RS08675	NZ_LR216287.1	1833631	1833981	+	351	21	18	23	55	50	23	16	20	0	29
NFRAN_RS08680	NZ_LR216287.1	1835455	1835961	-	507	541	517	664	559	584	305	227	231	234	466
NFRAN_RS08685	NZ_LR216287.1	1836325	1836852	-	528	45749	26468	53678	48776	42918	12857	13954	11253	12442	16489
NFRAN_RS08690	NZ_LR216287.1	1837692	1838018	+	327	177	142	208	217	277	240	236	321	238	270
NFRAN_RS08695	NZ_LR216287.1	1838729	1839208	-	480	855	774	825	1234	1061	1117	1196	1232	1211	1301
NFRAN_RS08700	NZ_LR216287.1	1839807	1840601	-	795	552	587	716	859	818	633	734	699	754	795
NFRAN_RS08705	NZ_LR216287.1	1840743	1840958	+	216	28	0	22	46	30	16	12	10	38	8
NFRAN_RS08710	NZ_LR216287.1	1841493	1842119	+	627	443	660	490	501	503	781	669	679	693	855
NFRAN_RS08715	NZ_LR216287.1	1842167	1842547	-	381	97	381	251	231	230	284	220	264	209	257
NFRAN_RS13840	NZ_LR216287.1	1843590	1843763	-	174	273	415	520	467	624	785	641	535	1000	990
NFRAN_RS08720	NZ_LR216287.1	1844739	1845164	-	426	259	241	505	468	454	420	287	376	340	517
NFRAN_RS08725	NZ_LR216287.1	1845467	1845973	-	507	711	485	918	1000	834	459	275	275	372	420
NFRAN_RS08730	NZ_LR216287.1	1846097	1846387	-	291	26	56	80	73	16	16	18	24	25	34
NFRAN_RS08735	NZ_LR216287.1	1847033	1847287	-	255	2764	2172	2983	1893	1975	1837	1903	1184	2686	2930
NFRAN_RS08740	NZ_LR216287.1	1847616	1848134	+	519	3604	2921	5166	7338	4606	3830	3396	3089	3899	5198
NFRAN_RS08745	NZ_LR216287.1	1848633	1850192	-	1560	3970	3660	5327	6678	4049	2492	2011	1742	2403	2530
NFRAN_RS08750	NZ_LR216287.1	1850529	1850939	-	411	1331	1225	1774	2224	1666	1507	1288	1263	1392	2409
NFRAN_RS08755	NZ_LR216287.1	1851196	1851864	-	669	71	162	152	105	126	138	127	146	154	220
NFRAN_RS08760	NZ_LR216287.1	1852262	1852957	+	696	3368	4379	5454	4597	4292	3877	3519	3210	4291	5132
NFRAN_RS08765	NZ_LR216287.1	1853397	1854071	+	675	1097	1628	1060	979	1549	1903	1673	1840	2125	2293
NFRAN_RS08770	NZ_LR216287.1	1854993	1855373	-	381	1862	2070	2717	3475	2099	2711	1801	1490	1806	2196
NFRAN_RS08775	NZ_LR216287.1	1855764	1855976	+	213	752	774	1305	2141	1450	1350	843	824	1271	1399
NFRAN_RS08780	NZ_LR216287.1	1856770	1858113	-	1344	2842	3898	2423	2925	4559	9770	9330	8478	10363	11900
NFRAN_RS08785	NZ_LR216287.1	1859019	1860065	+	1047	633	790	664	671	772	1033	937	950	1181	1310
NFRAN_RS08790	NZ_LR216287.1	1862777	1863382	+	606	5	22	29	22	70	72	45	27	48	58
NFRAN_RS08795	NZ_LR216287.1	1864221	1865399	+	1179	332	336	361	274	290	290	332	262	361	376
NFRAN_RS08800	NZ_LR216287.1	1866262	1866558	-	297	8	0	16	10	15	32	49	28	22	78
NFRAN_RS08805	NZ_LR216287.1	1866582	1866866	-	285	37	25	18	32	35	56	46	36	56	50
NFRAN_RS08810	NZ_LR216287.1	1867828	1868142	-	315	9	16	1	7	20	12	14	36	10	46
NFRAN_RS08815	NZ_LR216287.1	1868247	1869230	-	984	1721	2039	1814	1898	1617	1998	2137	2054	2338	3063
NFRAN_RS08820	NZ_LR216287.1	1869873	1870532	-	660	8	13	4	58	53	100	87	96	147	139
NFRAN_RS08825	NZ_LR216287.1	1870584	1871426	+	843	14	84	44	40	52	142	118	164	228	266
NFRAN_RS08830	NZ_LR216287.1	1871448	1871903	+	456	39	52	56	84	65	105	70	104	149	240
NFRAN_RS08835	NZ_LR216287.1	1872432	1872659	+	228	307	293	430	540	496	255	306	321	354	477
NFRAN_RS08840	NZ_LR216287.1	1873749	1875077	-	1329	315	385	498	517	355	440	313	330	452	607
NFRAN_RS13845	NZ_LR216287.1	1875149	1875289	-	141	199	259	221	257	247	196	197	131	243	232
NFRAN_RS08850	NZ_LR216287.1	1878566	1879534	-	969	3821	3604	3943	4210	3944	4248	4112	4025	5034	6049
NFRAN_RS13850	NZ_LR216287.1	1880979	1881152	-	174	2	16	0	0	7	2	13	8	0	14
NFRAN_RS08860	NZ_LR216287.1	1882437	1883078	-	642	191	275	101	130	83	122	54	73	60	58
NFRAN_RS08865	NZ_LR216287.1	1884233	1884838	-	606	10167	7106	12740	14443	8571	5067	3241	3015	3906	4669
NFRAN_RS08870	NZ_LR216287.1	1885183	1885416	-	234	1472	930	1065	1538	1114	1105	1020	1333	1401	1750
NFRAN_RS08875	NZ_LR216287.1	1885710	1885976	+	267	38	8	72	62	60	31	42	18	44	58
NFRAN_RS08880	NZ_LR216287.1	1886757	1887338	+	582	262	384	201	291	348	394	418	322	647	556
NFRAN_RS13855	NZ_LR216287.1	1888027	1888176	-	150	0	0	4	0	0	3	0	0	4	4
NFRAN_RS08885	NZ_LR216287.1	1888312	1889196	+	885	883	1152	1309	1081	948	840	682	738	697	892
NFRAN_RS08890	NZ_LR216287.1	1889596	1890225	+	630	604	384	624	698	651	578	637	521	703	793
NFRAN_RS08895	NZ_LR216287.1	1891491	1891766	-	276	6	11	0	0	0	0	2	0	0	0
NFRAN_RS13860	NZ_LR216287.1	1894394	1894585	+	192	0	4	0	0	8	4	0	0	2	0
NFRAN_RS08910	NZ_LR216287.1	1894775	1895383	-	609	0	24	18	6	24	5	20	9	10	16
NFRAN_RS08915	NZ_LR216287.1	1895485	1895934	+	450	152	118	239	212	165	54	49	38	66	95
NFRAN_RS08920	NZ_LR216287.1	1896544	1897932	+	1389	69850	37956	72675	90180	60564	7137	4688	1154	1257	2542
NFRAN_RS08925	NZ_LR216287.1	1898137	1898975	+	839	938	407	833	1183	797	119	55	19	11	22
NFRAN_RS08930	NZ_LR216287.1	1899195	1900148	-	954	31	46	44	74	77	18	18	21	13	32
NFRAN_RS08935	NZ_LR216287.1	1902190	1902408	+	219	162	156	284	303	210	205	141	176	206	422
NFRAN_RS08940	NZ_LR216287.1	1902451	1903170	+	720	5537	4112	4551	4105	5613	4935	4742	4114	5327	5957
NFRAN_RS08945	NZ_LR216287.1	1903555	1904334	+	780	598	370	557	1145	527	106	41	36	22	54
NFRAN_RS08950	NZ_LR216287.1	1904331	1904972	+	642	563	667	578	806	601	206	181	180	267	313
NFRAN_RS08955	NZ_LR216287.1	1905342	1906712	+	1371	183214	88273	202142	250733	155272	15063	9273	1826	2019	4444
NFRAN_RS08960	NZ_LR216287.1	1906747	1908330	+	1584	92643	42005	90241	108943	68356	7009	4044	865	979	1952
NFRAN_RS08965	NZ_LR216287.1	1908409	1908654	-	246	16	10	14	8	33	1	0	0	10	0
NFRAN_RS08970	NZ_LR216287.1	1908835	1909020	+	186	20	18	20	30	18	32	8	4	2	14
NFRAN_RS08975	NZ_LR216287.1	1909335	1910201	+	867	1680	2043	2132	2319	1816	1609	1576	1773	1995	2570
NFRAN_RS13865	NZ_LR216287.1	1910236	1910388	-	153	68	58	55	51	36	113	78	44	74	71
NFRAN_RS08980	NZ_LR216287.1	1910855	1914064	+	3210	2992	2910	3160	3296	2627	2595	2315	2722	3111	3603
NFRAN_RS08985	NZ_LR216287.1	1914119	1915444	-	1326	13100	8042	12682	11890	8326	6666	6031	6632	7976	8772
NFRAN_RS08990	NZ_LR216287.1	1916349	1918982	-	2634	565	571	529	582	689	742	546	692	696	992
NFRAN_RS08995	NZ_LR216287.1	1918987	1919256	-	270	0	1	3	4	2	0	2	6	13	10
NFRAN_RS09000	NZ_LR216287.1	1919261	1919455	-	195	4	4	10	14	12	6	12	4	14	9
NFRAN_RS09005	NZ_LR216287.1	1919495	1920619	+	1125	346	506	378	339	449	572	553	642	682	712
NFRAN_RS09010	NZ_LR216287.1	1920637	1920984	+	348	107	154	164	160	224	170	137	122	234	290
NFRAN_RS09015	NZ_LR216287.1	1921367	1922584	-	1218	893	790	927	837	880	788	683	722	921	1006
NFRAN_RS09020	NZ_LR216287.1	1922751	1923233	+	483	32	16	72	33	50	23	46	46	53	70
NFRAN_RS13870	NZ_LR216287.1	1923475	1923663	+	189	7	30	25	10	30	22	48	16	64	34
NFRAN_RS09030	NZ_LR216287.1	1924204	1924704	+	501	196	182	291	324	302	302	288	324	292	432
NFRAN_RS09035	NZ_LR216287.1	1924957	1925910	-	954	170	129	178	135	82	188	176	198	228	159
NFRAN_RS09040	NZ_LR216287.1	1926212	1926679	+	468	408	376	367	383	237	238	292	267	450	478
NFRAN_RS09045	NZ_LR216287.1	1926950	1927258	-	309	647	723	630	693	727	825	683	576	628	803
NFRAN_RS09050	NZ_LR216287.1	1927821	1928093	-	273	129	104	147	168	144	165	147	140	192	186
NFRAN_RS13875	NZ_LR216287.1	1928209	1928358	-	150	31	16	38	23	35	42	12	12	55	58
NFRAN_RS13420	NZ_LR216287.1	1928574	1928711	-	138	8	0	31	24	8	16	24	16	20	10
NFRAN_RS09060	NZ_LR216287.1	1929816	1930925	+	1110	5309	5922	6379	5316	5627	4778	4762	5085	6135	6559
NFRAN_RS09065	NZ_LR216287.1	1931238	1932482	-	1245	1853	1838	2131	1718	2181	2025	1864	2073	2429	2776
NFRAN_RS14265	NZ_LR216287.1	1932550	1932888	-	339	612	923	816	625	637	637	676	716	993	905
NFRAN_RS09070	NZ_LR216287.1	1932879	1933964	-	1086	5180	5384	4936	4517	4752	4740	4399	5209	5894	6337
NFRAN_RS09075	NZ_LR216287.1	1933961	1935016	-	1056	1567	2284	1706	1790	1790	1655	1595	1717	2373	2143
NFRAN_RS09080	NZ_LR216287.1	1935967	1936359	-	393	828	1091	1323	1073	827	582	593	497	647	694
NFRAN_RS09085	NZ_LR216287.1	1936732	1937940	+	1209	709	690	682	643	658	975	797	913	1015	1096
NFRAN_RS09090	NZ_LR216287.1	1938117	1938335	+	219	537	1110	833	664	548	686	587	572	782	924
NFRAN_RS09095	NZ_LR216287.1	1938538	1939032	+	495	866	760	1251	1545	1038	660	503	437	784	776
NFRAN_RS09100	NZ_LR216287.1	1939291	1939491	+	201	141	64	148	144	105	60	30	94	92	65
NFRAN_RS09105	NZ_LR216287.1	1939755	1940585	+	831	365	286	464	523	349	434	322	351	348	399
NFRAN_RS09110	NZ_LR216287.1	1941299	1943986	+	2688	2569	2466	2098	2146	2740	3587	2934	3324	3477	4222
NFRAN_RS09115	NZ_LR216287.1	1944652	1945587	-	936	24	70	52	36	31	43	39	48	65	37
NFRAN_RS09120	NZ_LR216287.1	1945824	1946531	+	708	457	421	462	565	490	454	426	382	376	566
NFRAN_RS09125	NZ_LR216287.1	1946599	1946988	-	390	15	24	19	18	36	18	13	31	29	26
NFRAN_RS09130	NZ_LR216287.1	1946948	1947622	-	675	0	20	12	1	10	0	15	25	4	13
NFRAN_RS09135	NZ_LR216287.1	1948327	1948938	+	612	35	48	38	42	52	78	36	40	50	86
NFRAN_RS09140	NZ_LR216287.1	1949381	1949740	+	360	22	50	32	22	67	65	34	39	77	103
NFRAN_RS09145	NZ_LR216287.1	1950155	1952839	-	2685	1444	1456	1816	1676	1494	1716	1467	1642	1843	2181
NFRAN_RS09150	NZ_LR216287.1	1953309	1954172	+	864	1857	1853	2483	2830	2647	2094	1837	2016	1874	2065
NFRAN_RS09155	NZ_LR216287.1	1954169	1955515	-	1347	1141	1459	1577	1650	1692	2294	1796	2224	2401	3322
NFRAN_RS09160	NZ_LR216287.1	1955578	1955652	-	75	13	27	45	25	76	71	40	111	250	87
NFRAN_RS09165	NZ_LR216287.1	1955917	1956132	-	216	1158	1125	1433	2004	1864	1064	679	680	1009	1239
NFRAN_RS09170	NZ_LR216287.1	1956800	1957210	+	411	34	49	22	32	30	26	23	30	20	40
NFRAN_RS09175	NZ_LR216287.1	1957806	1958438	-	633	3275	3668	4270	4782	3982	6191	6047	5467	5788	8032
NFRAN_RS09180	NZ_LR216287.1	1958991	1959263	-	273	1517	3266	2232	2226	2818	1242	1600	1744	1851	2186
NFRAN_RS09185	NZ_LR216287.1	1959782	1960765	+	984	2162	3028	2950	3058	2680	2382	2254	2332	2204	2944
NFRAN_RS09190	NZ_LR216287.1	1961026	1961841	-	816	436	447	576	478	649	765	678	663	913	900
NFRAN_RS09195	NZ_LR216287.1	1962815	1963222	+	408	772	654	679	651	888	1777	1238	1497	1670	2101
NFRAN_RS09200	NZ_LR216287.1	1965290	1965622	+	333	2750	3620	4722	5252	4631	3298	2804	2695	4416	5322
NFRAN_RS09210	NZ_LR216287.1	1966262	1966480	-	219	97	11	74	127	77	49	27	24	56	59
NFRAN_RS09215	NZ_LR216287.1	1966784	1966975	-	192	145	33	195	324	230	128	119	109	103	236
NFRAN_RS09220	NZ_LR216287.1	1967112	1967405	+	294	360	581	524	390	340	315	225	270	233	392
NFRAN_RS09225	NZ_LR216287.1	1967697	1968890	+	1194	17322	16164	20024	17765	16067	17457	15434	16024	18933	21725
NFRAN_RS09230	NZ_LR216287.1	1968906	1969184	-	279	1453	1129	1398	1087	1384	1665	1857	1481	2229	2276
NFRAN_RS09235	NZ_LR216287.1	1969199	1969876	-	678	2007	1916	1581	1695	2406	3550	2925	3119	3658	3682
NFRAN_RS09240	NZ_LR216287.1	1970548	1971180	+	633	592	521	802	903	963	1115	1006	909	1328	1523
NFRAN_RS09245	NZ_LR216287.1	1971324	1971602	+	279	2001	2645	2588	2617	2551	2585	2057	2349	3194	3389
NFRAN_RS13880	NZ_LR216287.1	1971602	1972582	+	981	86875	92411	88770	89426	107645	108303	104209	100229	120839	129679
NFRAN_RS09255	NZ_LR216287.1	1972764	1974296	+	1533	253372	269806	282589	237962	260613	192472	205938	192952	231446	260492
NFRAN_RS09260	NZ_LR216287.1	1974265	1974807	+	543	111608	95390	123163	121989	130558	97560	103950	93179	122499	117543
NFRAN_RS09265	NZ_LR216287.1	1974876	1975388	+	513	24135	20309	26781	23203	23887	16345	15299	15900	17950	20002
NFRAN_RS09270	NZ_LR216287.1	1975537	1976094	+	558	4996	4638	4504	3852	3016	2530	2187	2269	3773	3036
NFRAN_RS09275	NZ_LR216287.1	1976523	1976972	-	450	77	134	174	198	238	283	209	166	298	324
