Geneid	Chr	Start	End	Strand	Length	./Nvie_BF1_mRNA_sorted.bam	./Nvie_BF2_mRNA_sorted.bam	./Nvie_BF3_mRNA_sorted.bam	./Nvie_BF4_mRNA_sorted.bam	./Nvie_BF5_mRNA_sorted.bam	./Nvie_ctrl1_mRNA_sorted.bam	./Nvie_ctrl2_mRNA_sorted.bam	./Nvie_ctrl3_mRNA_sorted.bam	./Nvie_ctrl4_mRNA_sorted.bam	./Nvie_ctrl5_mRNA_sorted.bam
NVIE_018480	CP007536.1	1573702	1574259	+	558	2510	3566	3084	2657	3712	3869	4094	3655	2908	2768
NVIE_018490	CP007536.1	1574251	1575459	-	1209	5362	7107	7151	5351	7546	9244	7668	6867	7611	5205
NVIE_1893	CP007536.1	1575485	1575643	+	159	768	907	1157	945	1149	944	1240	911	740	690
NVIE_018500	CP007536.1	1575656	1576402	-	747	11917	15015	13494	8965	13529	23873	19169	19544	21677	15381
NVIE_1895	CP007536.1	1576497	1576688	+	192	46	93	136	109	123	187	134	126	144	47
NVIE_018510	CP007536.1	1576802	1577467	-	666	116	345	245	252	226	287	328	343	212	220
NVIE_1897	CP007536.1	1577678	1577956	+	279	616	729	921	681	738	988	748	627	609	470
NVIE_1898	CP007536.1	1577953	1578534	-	582	1171	1497	2066	1702	1321	306	241	249	235	119
NVIE_018530	CP007536.1	1578655	1578945	-	291	1243	1781	1651	1664	1778	953	881	1213	1333	662
NVIE_018540	CP007536.1	1578990	1579574	-	585	2547	3292	2666	2136	3150	4694	4219	4202	5419	2771
NVIE_018550	CP007536.1	1579651	1581117	+	1467	23858	31653	27033	19216	31301	50882	41928	40392	43136	31401
NVIE_018560	CP007536.1	1581428	1582273	+	846	23446	36268	49755	27440	18002	1432	2492	1638	2032	893
NVIE_018570	CP007536.1	1582274	1582528	-	255	604	768	770	595	816	1411	1329	1337	1219	1015
NVIE_018580	CP007536.1	1582538	1582816	-	279	218	371	325	347	463	855	677	701	527	473
NVIE_018590	CP007536.1	1582995	1584686	+	1692	1881	2894	3067	2260	3299	3159	3281	2713	2298	1834
NVIE_018600	CP007536.1	1584740	1585042	+	303	949	851	952	1144	1257	1948	1718	1568	1500	934
NVIE_018610	CP007536.1	1585108	1586022	-	915	3223	5630	6858	4953	5150	4206	4259	4054	3693	2884
NVIE_1908	CP007536.1	1585958	1586551	-	594	1945	1923	1897	1776	1866	2558	2177	2480	2774	1672
NVIE_1909	CP007536.1	1586599	1587288	-	690	163	245	192	129	180	244	159	151	152	142
NVIE_018630	CP007536.1	1587500	1588156	+	657	2238	2792	2699	2849	3059	3568	3486	3318	2948	2181
NVIE_018640	CP007536.1	1588280	1589317	-	1038	2643	4050	4465	3641	4762	5336	5645	5064	3713	3396
NVIE_018650	CP007536.1	1589452	1590192	+	741	2016	2240	1746	1710	2213	4394	3583	3572	3178	2720
NVIE_018660	CP007536.1	1590167	1590976	+	810	4102	5069	4386	4136	5858	9486	8479	9365	9105	6484
NVIE_018670	CP007536.1	1591081	1591314	+	234	186	408	254	230	426	690	592	738	536	517
NVIE_018680	CP007536.1	1591334	1591711	+	378	57	44	19	14	34	80	62	82	84	69
NVIE_018690	CP007536.1	1591752	1591961	-	210	5650	7471	8008	7552	8840	6454	5290	6256	4787	4101
NVIE_018700	CP007536.1	1591976	1592626	-	651	35922	63028	66714	47876	71767	51047	46144	45589	34419	32839
NVIE_018710	CP007536.1	1592814	1594199	-	1386	509	758	743	603	873	1100	976	914	716	602
NVIE_018720	CP007536.1	1594494	1594790	-	297	2249	2460	2494	1611	2154	4446	3716	3357	4030	2693
NVIE_018730	CP007536.1	1594820	1595434	+	615	470	701	489	372	667	1179	902	938	924	755
NVIE_018750	CP007536.1	1595448	1595939	+	492	3370	3340	3124	2756	3523	4525	3615	3379	3735	2320
NVIE_018760	CP007536.1	1595986	1596714	-	729	36	81	132	59	107	64	78	71	59	60
NVIE_018770	CP007536.1	1597055	1597237	-	183	998	1358	1506	1643	1884	2869	2629	2309	1498	1770
NVIE_018780	CP007536.1	1597478	1599013	-	1536	2045	3365	3134	2104	3353	3414	3241	2900	2313	2183
NVIE_1926	CP007536.1	1598871	1599098	+	228	8	2	0	7	6	7	11	9	9	3
NVIE_018790	CP007536.1	1599169	1599522	+	354	106	169	190	136	197	172	153	192	142	121
NVIE_018800	CP007536.1	1599557	1600372	+	816	3143	4603	3583	3186	4572	6899	5893	6379	4535	4489
NVIE_018810	CP007536.1	1600390	1600593	+	204	43	45	75	90	91	201	131	119	95	75
NVIE_018820	CP007536.1	1600588	1600989	-	402	788	1411	1000	1265	1396	1821	1587	2275	1501	1434
NVIE_018830	CP007536.1	1601087	1601389	+	303	47	55	98	100	61	135	110	141	112	84
NVIE_018840	CP007536.1	1601459	1601920	+	462	67	106	100	77	136	103	183	172	140	104
NVIE_1933	CP007536.1	1602042	1602200	+	159	591	643	831	1121	1100	2268	2135	1680	1341	1156
NVIE_1934	CP007536.1	1602360	1602536	+	177	39851	27805	55743	72833	37856	49063	34495	27585	36224	16808
NVIE_018850	CP007536.1	1602682	1603533	+	852	2592	2769	2626	2442	3612	5224	4833	4296	3481	3015
NVIE_018860	CP007536.1	1603925	1605976	+	2052	511	837	853	823	900	1352	1020	1160	860	788
NVIE_018870	CP007536.1	1606072	1606227	-	156	99	129	154	145	202	266	280	191	166	146
NVIE_018880	CP007536.1	1606387	1607304	-	918	33714	43429	40913	35613	55723	86874	75644	72321	54804	53669
NVIE_018900	CP007536.1	1607488	1608006	-	519	1197	1984	1758	1421	2095	2059	2110	2247	1623	1500
NVIE_018920	CP007536.1	1608872	1609000	+	129	17918	26066	28985	23116	25511	9964	10054	10988	7507	7523
NVIE_018930	CP007536.1	1609249	1609581	-	333	4	24	10	27	4	45	30	18	26	32
NVIE_018960	CP007536.1	1610031	1611266	-	1236	11042	17768	13975	8232	12887	12141	12711	11684	10527	8975
NVIE_018970	CP007536.1	1611477	1611866	-	390	1627	1387	515	760	3254	2414	2249	2565	1295	962
NVIE_018980	CP007536.1	1611876	1612976	-	1101	5131	4042	1598	1677	7899	5754	5543	6440	3228	2689
NVIE_018990	CP007536.1	1613670	1614047	+	378	4227	5658	6126	6405	7824	4661	4701	4846	2825	2536
NVIE_019000	CP007536.1	1614307	1615029	-	723	998	1175	1028	1310	1239	2802	2350	2485	1568	1683
NVIE_019010	CP007536.1	1615031	1616023	-	993	320	444	457	369	467	251	194	211	162	164
NVIE_019020	CP007536.1	1616121	1616249	+	129	227	228	294	294	280	418	292	310	228	151
NVIE_019030	CP007536.1	1616505	1616858	+	354	1888	2289	1940	2063	2617	3114	2480	2905	2469	1817
NVIE_1952	CP007536.1	1616878	1616943	-	66	69	45	67	99	80	65	100	104	54	49
NVIE_019040	CP007536.1	1616950	1617081	-	132	119	128	88	186	190	183	355	204	197	115
NVIE_1954	CP007536.1	1617203	1617364	-	162	50	72	60	48	83	127	149	122	103	110
NVIE_019050	CP007536.1	1617632	1618186	-	555	163	315	331	388	409	314	402	376	229	225
NVIE_1956	CP007536.1	1618241	1618450	+	210	4	17	12	6	24	39	33	51	33	34
NVIE_019060	CP007536.1	1618882	1619337	+	456	599	1010	920	795	934	775	806	1010	578	580
NVIE_019070	CP007536.1	1619465	1619701	-	237	218	335	200	382	340	216	283	435	296	245
NVIE_019080	CP007536.1	1620646	1621200	+	555	153	307	325	264	386	429	355	509	293	294
NVIE_019090	CP007536.1	1621343	1621900	-	558	194	260	290	231	337	377	468	395	325	253
NVIE_019100	CP007536.1	1622381	1622929	-	549	395	685	544	463	653	1116	903	1166	813	803
NVIE_019110	CP007536.1	1623045	1624565	+	1521	777	1032	735	635	1028	1688	1562	1254	1010	881
NVIE_019140	CP007536.1	1624834	1625989	-	1156	979	1380	1424	1215	1532	2195	1970	2146	1468	1485
NVIE_019150	CP007536.1	1626090	1626239	-	150	4	0	6	15	13	24	14	9	11	3
NVIE_019160	CP007536.1	1626449	1627033	+	585	583	922	1090	783	1056	804	797	829	651	495
NVIE_019170	CP007536.1	1627477	1628061	+	585	534	746	650	756	734	859	725	1014	790	751
NVIE_019180	CP007536.1	1628068	1628538	+	471	373	832	710	583	874	992	1042	1157	699	739
NVIE_019190	CP007536.1	1628896	1629453	+	558	1726	2029	2728	4674	2835	3305	3479	3605	2703	1886
NVIE_019200	CP007536.1	1630219	1630455	+	237	102	157	147	150	176	132	143	186	82	99
NVIE_019210	CP007536.1	1630779	1630889	+	111	10	20	12	20	29	38	1	37	17	8
NVIE_019220	CP007536.1	1631020	1631226	-	207	147	166	195	261	124	130	176	136	120	83
NVIE_019230	CP007536.1	1631319	1631555	-	237	18	12	19	14	40	41	58	44	32	32
NVIE_1975	CP007536.1	1631693	1631899	+	207	1081	1235	1629	2208	1779	533	684	427	528	283
NVIE_019240	CP007536.1	1631918	1632646	-	729	5225	7474	7769	7644	8557	5269	4694	5682	4510	3171
NVIE_019250	CP007536.1	1632884	1634290	-	1407	266087	299360	410966	364728	294698	2456	2557	2712	2637	1137
NVIE_019260	CP007536.1	1634999	1635562	+	564	676	1325	866	1099	1599	4223	4870	4568	3018	3013
NVIE_019270	CP007536.1	1635717	1636082	-	366	76	131	154	118	138	273	204	149	102	92
NVIE_019280	CP007536.1	1636431	1637624	+	1194	2153	2965	4134	2966	2648	2025	2113	1833	1597	1169
NVIE_019290	CP007536.1	1637661	1638062	-	402	277	229	333	267	264	329	345	283	261	133
NVIE_019310	CP007536.1	1638312	1638851	-	540	252	335	432	458	430	153	158	175	140	99
NVIE_1985	CP007536.1	1639128	1639304	-	177	6	21	15	0	21	16	8	16	6	0
NVIE_019330	CP007536.1	1639470	1639685	+	216	39	50	66	54	54	109	123	140	97	108
NVIE_1987	CP007536.1	1639867	1640169	-	303	118	229	238	212	296	335	309	294	311	207
NVIE_019350	CP007536.1	1640136	1640384	-	249	562	719	785	841	734	623	524	721	496	399
NVIE_019370	CP007536.1	1640855	1640986	+	132	0	0	0	0	0	0	0	0	0	0
NVIE_1990	CP007536.1	1640878	1641156	+	279	8699	10635	14221	11676	9565	12337	8590	7680	5924	7573
NVIE_019380	CP007536.1	1641290	1641763	-	474	76	118	79	192	91	92	97	110	84	80
NVIE_019390	CP007536.1	1641990	1642349	+	360	1336	2553	2815	2435	2978	3270	3521	2820	2295	2164
NVIE_019400	CP007536.1	1642477	1642608	-	132	15	44	58	55	72	81	128	59	51	48
NVIE_019410	CP007536.1	1643167	1643304	+	138	2	14	25	5	14	38	28	24	12	4
NVIE_019420	CP007536.1	1643365	1643562	-	198	473	888	1013	889	881	1378	1575	1154	806	751
NVIE_019430	CP007536.1	1643819	1644163	+	345	146	281	299	377	311	640	613	614	437	427
NVIE_019440	CP007536.1	1644510	1644704	-	195	10	33	25	36	88	75	57	67	47	51
NVIE_019450	CP007536.1	1644661	1644924	-	264	134	172	206	243	244	176	189	267	168	112
NVIE_019460	CP007536.1	1645030	1645656	-	627	86	97	135	137	190	470	426	408	325	280
NVIE_1999	CP007536.1	1646024	1646167	-	144	10	14	26	28	28	18	13	8	18	22
NVIE_019470	CP007536.1	1646190	1648784	-	2595	278	440	494	369	526	647	555	493	387	376
NVIE_019480	CP007536.1	1649239	1649844	-	606	1096	1903	1981	1714	1860	1146	1173	1136	942	669
NVIE_019490	CP007536.1	1650888	1651070	-	183	22	40	54	35	51	26	53	45	55	4
NVIE_019500	CP007536.1	1651197	1651715	-	519	104	179	154	152	224	222	244	233	211	140
NVIE_019510	CP007536.1	1651940	1652221	-	282	59	72	106	88	111	135	113	105	106	91
NVIE_019520	CP007536.1	1652474	1652728	+	255	501	688	666	560	626	675	737	835	564	420
NVIE_019530	CP007536.1	1652784	1652966	+	183	113	164	124	162	117	202	181	192	158	153
NVIE_019540	CP007536.1	1652940	1653095	-	156	38	28	43	73	24	40	105	88	52	44
NVIE_019550	CP007536.1	1653277	1653600	-	324	711	1039	1157	800	1022	628	665	629	544	432
NVIE_019560	CP007536.1	1653955	1655082	-	1128	205	379	386	382	403	574	499	513	322	282
NVIE_019570	CP007536.1	1655087	1655263	-	177	32	32	24	23	34	75	25	28	32	22
NVIE_019580	CP007536.1	1655282	1656196	-	915	183	318	257	294	330	246	273	283	241	116
NVIE_2011	CP007536.1	1656342	1656530	+	189	23	13	6	4	14	8	24	15	23	16
NVIE_019590	CP007536.1	1656527	1656772	+	246	144	184	221	213	210	216	222	218	161	108
NVIE_2012	CP007536.1	1656748	1656891	+	144	28	28	42	26	31	24	80	54	57	18
NVIE_019600	CP007536.1	1656983	1657162	-	180	357	863	530	707	734	731	849	1213	673	689
NVIE_019610	CP007536.1	1657637	1657801	+	165	278	364	359	341	380	320	398	353	282	216
NVIE_019620	CP007536.1	1657900	1658007	+	108	4	5	8	0	2	0	13	2	6	3
NVIE_019630	CP007536.1	1658434	1658727	-	294	104	149	116	195	186	96	134	142	112	63
NVIE_019640	CP007536.1	1659025	1659993	-	969	1362	2606	2795	2472	2319	2526	2356	2537	2005	1594
NVIE_019650	CP007536.1	1660601	1661590	-	990	259	517	563	593	518	538	426	391	325	220
NVIE_019660	CP007536.1	1661811	1661912	-	102	0	2	0	4	0	0	0	0	13	1
NVIE_019670	CP007536.1	1662028	1662336	+	309	354	631	371	473	535	549	763	748	576	440
NVIE_019680	CP007536.1	1662572	1664767	+	2196	1883	3173	3383	2893	3034	3422	3176	3419	2540	2435
NVIE_019690	CP007536.1	1664823	1665620	-	798	1284	1642	1770	1311	1729	1771	1908	1609	1320	1118
NVIE_019700	CP007536.1	1665617	1666777	-	1161	1627	2726	2482	1691	2262	2397	2885	2718	1944	1487
NVIE_019710	CP007536.1	1666995	1667189	+	195	82	161	123	173	135	212	125	176	121	102
NVIE_019720	CP007536.1	1667337	1667699	-	363	471	752	722	921	773	968	982	1096	638	555
NVIE_019730	CP007536.1	1667840	1668088	-	249	3546	6693	6177	8539	5819	98	127	213	60	59
NVIE_019740	CP007536.1	1668090	1668260	-	171	4377	7171	6672	9455	6935	141	108	311	96	92
NVIE_019750	CP007536.1	1668718	1671219	-	2502	10384	16787	17343	10156	16746	20065	18179	16059	12798	12247
NVIE_019760	CP007536.1	1671417	1671701	-	285	349	399	370	306	403	331	362	336	235	173
NVIE_019770	CP007536.1	1672008	1672634	+	627	1694	2630	3353	2185	3421	3603	3126	2816	2089	1823
NVIE_019780	CP007536.1	1673495	1673758	+	264	204	418	292	354	343	362	409	305	210	168
NVIE_019790	CP007536.1	1674290	1674532	+	243	32	26	33	38	44	61	38	27	48	18
NVIE_019800	CP007536.1	1674720	1675076	+	357	93	226	325	238	234	157	185	156	138	86
NVIE_019810	CP007536.1	1675191	1676162	-	972	112	147	140	230	196	310	257	265	226	151
NVIE_019820	CP007536.1	1676627	1677979	+	1353	144	322	195	233	286	282	265	297	217	176
NVIE_019830	CP007536.1	1678231	1678413	-	183	334	484	555	501	644	649	979	613	489	406
NVIE_019840	CP007536.1	1678827	1679174	-	348	384	357	526	668	546	386	374	427	383	212
NVIE_019850	CP007536.1	1679506	1680987	+	1482	4525	6902	7196	6069	6756	7013	6918	7000	5696	4758
NVIE_019860	CP007536.1	1681029	1681373	-	345	107	133	114	108	102	214	221	292	199	183
NVIE_019870	CP007536.1	1681488	1681934	+	447	189	349	393	353	333	354	401	359	304	229
NVIE_019880	CP007536.1	1682126	1682281	-	156	337	520	404	577	713	825	808	918	643	517
NVIE_019890	CP007536.1	1682370	1682633	-	264	706	906	823	981	999	1290	1196	1455	1093	891
NVIE_019900	CP007536.1	1682793	1683086	-	294	765	986	677	945	1130	1181	1277	1420	1184	874
NVIE_019910	CP007536.1	1683726	1684601	+	876	217	318	324	380	310	500	366	425	292	332
NVIE_019920	CP007536.1	1684889	1685719	-	831	1126	1617	1785	1058	949	884	818	682	672	477
NVIE_019930	CP007536.1	1686045	1686799	-	755	79	126	220	103	140	196	157	148	150	80
NVIE_2045	CP007536.1	1686768	1686968	-	201	142	147	150	206	200	223	208	218	138	101
NVIE_019970	CP007536.1	1687142	1688294	+	1153	1097	1878	1885	1000	1251	1034	1219	1048	857	689
NVIE_019980	CP007536.1	1688359	1688508	+	150	38	31	31	34	59	20	59	60	42	47
NVIE_019990	CP007536.1	1688747	1688980	+	234	168	264	284	254	355	354	361	328	251	237
NVIE_020000	CP007536.1	1688982	1689617	-	636	7	6	16	1	4	22	7	15	12	7
NVIE_020010	CP007536.1	1689691	1690086	+	396	107	169	175	124	133	235	239	242	182	127
NVIE_020020	CP007536.1	1690193	1690447	-	255	109	241	239	437	249	213	251	193	190	116
NVIE_020030	CP007536.1	1690658	1691053	+	396	330	349	336	538	385	228	405	360	258	192
NVIE_020040	CP007536.1	1691400	1691798	-	399	61	139	146	90	157	74	129	131	78	67
NVIE_020060	CP007536.1	1692564	1693466	+	903	394	485	712	430	520	344	487	439	312	244
NVIE_020070	CP007536.1	1693677	1694099	-	423	220	329	366	384	465	646	597	696	477	449
NVIE_020080	CP007536.1	1694285	1696048	-	1764	1080	1392	1292	1168	1636	1510	1585	1535	1173	1179
NVIE_020090	CP007536.1	1696170	1697387	-	1218	4913	7518	10118	7535	9032	8052	9032	7592	6094	4792
NVIE_020100	CP007536.1	1697437	1698276	-	840	6103	6963	14310	9027	9415	3773	4267	4144	2652	2317
NVIE_2060	CP007536.1	1698227	1698343	+	117	23	29	31	19	9	25	28	19	13	19
NVIE_020110	CP007536.1	1698571	1698768	-	198	300	494	543	658	606	444	661	606	473	355
NVIE_020120	CP007536.1	1699000	1699842	-	843	226	283	310	261	401	372	390	318	259	262
NVIE_020130	CP007536.1	1700111	1700782	+	672	258	355	284	288	374	635	686	589	370	318
NVIE_020140	CP007536.1	1700882	1701154	+	273	377	374	385	394	440	496	636	638	475	428
NVIE_020150	CP007536.1	1701252	1701461	-	210	199	172	137	330	241	199	173	122	216	122
NVIE_020160	CP007536.1	1701763	1702632	+	870	4494	7371	8552	5378	6591	4731	4868	4366	3501	2879
NVIE_020170	CP007536.1	1702783	1703142	+	360	1802	1328	2767	3074	2742	2132	2242	1884	1405	1335
NVIE_020180	CP007536.1	1703214	1703819	+	606	19473	25956	28119	26295	21601	14229	16729	15470	12030	7614
NVIE_020190	CP007536.1	1703859	1704215	+	357	2336	3009	3349	2360	2844	3206	3169	2922	2323	1656
NVIE_020200	CP007536.1	1704223	1704474	-	252	544	580	661	569	722	815	600	625	509	299
NVIE_020210	CP007536.1	1704573	1705409	-	837	1606	1743	1624	1689	1512	1893	1627	1971	1743	1343
NVIE_020220	CP007536.1	1705462	1706421	-	960	1758	2327	1899	1646	2577	4204	3245	3355	2549	2339
NVIE_020230	CP007536.1	1706578	1707699	-	1122	5275	6673	7782	6410	7470	6861	6742	5973	5251	4220
NVIE_020240	CP007536.1	1707946	1708068	-	123	16	9	12	11	27	15	11	12	29	4
NVIE_020250	CP007536.1	1708276	1708413	-	138	508	589	612	958	702	415	473	503	438	287
NVIE_020260	CP007536.1	1708465	1709358	-	894	3565	5227	5119	3626	5752	9384	7731	7469	7064	5845
NVIE_020270	CP007536.1	1709456	1712371	-	2916	108893	168297	167346	120857	178419	194593	177124	178692	157272	118988
NVIE_020280	CP007536.1	1712494	1714629	-	2136	43448	66024	63695	39007	55907	41725	39839	38993	41670	30579
NVIE_020290	CP007536.1	1714749	1715366	-	618	24616	33664	35884	23454	27313	23335	21265	20896	17997	15485
NVIE_020300	CP007536.1	1715477	1715641	-	165	1018	1456	1167	1548	1874	1800	2004	2134	3527	1268
NVIE_020310	CP007536.1	1715745	1716116	-	372	279	382	341	576	489	1026	871	942	617	582
NVIE_020320	CP007536.1	1716186	1716575	-	390	3798	4938	3725	3079	4931	8684	6408	7287	7260	5696
NVIE_020330	CP007536.1	1716600	1717766	-	1167	35069	41151	39114	28329	39454	62435	49216	49186	48560	40166
NVIE_020340	CP007536.1	1717890	1719983	+	2094	3086	3870	4528	2782	3927	3722	3181	2831	3782	2306
NVIE_020350	CP007536.1	1720046	1720180	+	135	53	81	134	105	115	82	135	93	81	67
NVIE_020360	CP007536.1	1720177	1720839	-	663	1606	1630	2336	2507	2083	1610	1599	1718	1090	1006
NVIE_020370	CP007536.1	1720808	1721623	-	816	2164	2652	2314	2346	3079	4945	4483	4545	3603	2933
NVIE_020380	CP007536.1	1721663	1721839	-	177	1071	1287	1366	1267	1790	3438	3337	2948	2546	2090
NVIE_020390	CP007536.1	1721864	1722235	-	372	10347	14418	13039	9858	15603	29193	25784	24860	17579	18700
NVIE_020400	CP007536.1	1722254	1722985	+	732	1569	2001	1645	974	1325	1565	1580	1279	1586	1105
NVIE_020410	CP007536.1	1722992	1723681	-	690	6429	7545	7426	6872	9614	13869	12019	12121	10958	8129
NVIE_020420	CP007536.1	1723845	1724495	-	651	214	275	327	212	419	420	437	342	293	276
NVIE_020430	CP007536.1	1724515	1725459	-	945	1339	1986	2371	1738	1565	1329	1262	1300	1132	926
NVIE_020440	CP007536.1	1725548	1726753	-	1206	4105	5034	4984	3667	4629	5849	5035	5010	5660	3839
NVIE_2094	CP007536.1	1726503	1726772	+	270	1413	1970	2491	1973	2390	2182	2132	1964	1564	1200
NVIE_020450	CP007536.1	1726756	1727124	-	369	1486	2831	3173	1964	2927	2131	1820	2076	1543	1375
NVIE_020460	CP007536.1	1727165	1727734	+	570	4537	6525	5781	3427	6025	8832	7957	7616	8790	5763
NVIE_2097	CP007536.1	1727731	1727871	-	141	523	784	1057	1074	927	734	875	728	560	600
NVIE_020470	CP007536.1	1727997	1728629	-	633	5195	7812	8855	8674	6634	1379	1581	1750	1105	1009
NVIE_020480	CP007536.1	1728865	1729176	+	312	12	30	28	18	23	10	28	36	18	15
NVIE_020490	CP007536.1	1729192	1730685	+	1494	17513	29946	24204	16070	22874	28170	27145	27410	25022	20915
NVIE_020500	CP007536.1	1730666	1731901	-	1236	5532	6696	6333	4867	7190	10743	8537	8622	8962	6263
NVIE_2101	CP007536.1	1732398	1732886	+	489	2329	3014	3299	2620	3382	2591	2482	2433	1827	1819
NVIE_020510	CP007536.1	1732804	1733496	-	693	3073	4142	4801	3964	4020	3877	3950	3515	2688	2363
NVIE_020520	CP007536.1	1733551	1733925	-	375	111	185	172	138	225	257	177	191	189	130
NVIE_020530	CP007536.1	1734019	1734783	+	765	1540	2069	1803	1490	2022	3204	2749	2861	2102	1819
NVIE_020540	CP007536.1	1734788	1738192	+	3405	12782	16170	16007	10439	17545	23110	19844	18530	19647	14252
NVIE_020550	CP007536.1	1738244	1739188	-	945	3479	4837	6054	5145	5910	3417	3188	3017	2554	1815
NVIE_020560	CP007536.1	1739295	1740626	-	1332	19980	24940	20885	19482	26614	36900	30736	33454	36913	23790
NVIE_020570	CP007536.1	1740637	1741854	-	1218	26538	33797	38442	23494	32941	41014	37964	35129	39278	25985
NVIE_020580	CP007536.1	1742024	1742353	-	330	1761	2203	2332	2711	2619	4176	5075	4321	3140	3008
NVIE_2110	CP007536.1	1742430	1742576	+	147	186	114	125	226	109	182	201	109	219	79
NVIE_020590	CP007536.1	1742628	1742789	+	162	136	271	323	137	304	419	372	407	327	286
NVIE_020600	CP007536.1	1742937	1744259	-	1323	3157	2664	3580	2738	3086	3799	3127	3060	3604	1882
NVIE_2113	CP007536.1	1744204	1744287	+	84	2	1	2	0	10	2	10	3	4	0
NVIE_020610	CP007536.1	1744612	1744905	+	294	108853	227886	215309	146370	226247	260295	220776	246842	160730	179194
NVIE_020630	CP007536.1	1745164	1745316	+	153	293	402	384	561	564	773	630	871	601	528
NVIE_020640	CP007536.1	1745367	1745849	+	483	2352	3600	2886	2537	3901	4921	3989	4862	3282	3148
NVIE_020650	CP007536.1	1745905	1746135	+	231	598	662	542	1167	824	1015	958	1067	1166	631
NVIE_020660	CP007536.1	1746190	1746906	+	717	2157	2345	2262	2248	2997	5064	4414	3852	3752	2946
NVIE_020670	CP007536.1	1746923	1747729	-	807	4871	8608	4513	2788	4695	8959	7981	7547	6611	7757
NVIE_020690	CP007536.1	1747959	1748573	+	615	2313	3252	3488	2530	3294	3521	3169	3197	3275	2144
NVIE_020700	CP007536.1	1748630	1748917	+	288	458	501	594	575	751	1033	1095	866	588	500
NVIE_020710	CP007536.1	1749143	1749397	+	255	320	326	538	467	428	433	559	558	353	358
NVIE_020720	CP007536.1	1749444	1750016	-	573	1946	2995	3103	2072	3123	3442	3418	3278	3335	2324
NVIE_020730	CP007536.1	1750104	1751381	+	1278	4482	7294	7407	4798	7451	5604	6086	4701	4224	3458
NVIE_020740	CP007536.1	1751378	1752073	-	696	1248	1564	1558	909	1688	2533	2378	2035	2516	1707
NVIE_020750	CP007536.1	1752036	1752467	-	432	231	334	148	300	391	422	371	445	344	305
NVIE_020760	CP007536.1	1752468	1753229	-	762	657	606	643	618	731	664	669	568	655	389
NVIE_020770	CP007536.1	1753294	1753674	+	381	722	1059	1168	962	1055	1007	1060	891	768	705
