Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NMAR_RS08280	NC_010085.1	1406818	1410627	-	3810	740	858	856	784	1423	1760	15799	1304	1222
NMAR_RS08285	NC_010085.1	1410659	1411663	-	1005	934	960	937	964	988	1314	12720	1157	822
NMAR_RS08290	NC_010085.1	1411775	1416979	-	5205	22728437	18357318	20263832	15815566	24241149	28652383	173016125	19442692	19726624
NMAR_RS08295	NC_010085.1	1417196	1418527	-	1332	500	801	425	477	909	892	9134	500	607
NMAR_RS08300	NC_010085.1	1418527	1419741	-	1215	1354	1830	1416	1264	1263	1467	14692	1208	1250
NMAR_RS08305	NC_010085.1	1419956	1420534	+	579	343	282	264	225	372	254	2917	294	250
NMAR_RS08310	NC_010085.1	1420539	1420865	-	327	38	40	52	42	150	132	1144	92	134
NMAR_RS08315	NC_010085.1	1420888	1421688	-	801	170	126	140	137	162	173	1842	202	147
NMAR_RS08320	NC_010085.1	1421678	1422388	-	711	38	58	78	42	124	125	874	44	73
NMAR_RS08325	NC_010085.1	1422385	1422987	-	603	249	402	228	315	429	538	4178	347	331
NMAR_RS08330	NC_010085.1	1422987	1423574	-	588	983	1226	1041	793	1440	1465	15560	1239	1375
NMAR_RS08335	NC_010085.1	1423603	1424523	-	921	54	55	59	35	135	166	1149	105	104
NMAR_RS08340	NC_010085.1	1424527	1425597	-	1071	244	148	135	102	238	267	2832	274	254
NMAR_RS08345	NC_010085.1	1425594	1426856	-	1263	415	560	324	241	637	493	5975	488	602
NMAR_RS08350	NC_010085.1	1426856	1427833	-	978	263	402	172	243	426	449	4971	357	302
NMAR_RS08355	NC_010085.1	1427870	1429126	-	1257	180	260	244	170	229	388	3674	259	205
NMAR_RS08360	NC_010085.1	1429128	1430219	-	1092	76	81	56	86	136	120	1400	54	153
NMAR_RS08365	NC_010085.1	1430303	1430377	+	75	27	26	56	26	17	26	278	10	18
NMAR_RS08370	NC_010085.1	1430379	1431731	-	1353	114	115	73	71	143	128	1337	64	97
NMAR_RS08375	NC_010085.1	1431790	1432785	+	996	194	176	198	224	183	229	1814	229	120
NMAR_RS08380	NC_010085.1	1432780	1433379	-	600	22	4	38	7	16	11	236	10	12
NMAR_RS08385	NC_010085.1	1433386	1434459	-	1074	150	151	138	120	274	288	2161	192	181
NMAR_RS08390	NC_010085.1	1434547	1435098	+	552	550	730	617	573	878	897	10217	749	754
NMAR_RS08395	NC_010085.1	1435101	1435916	+	816	141	211	118	124	142	145	1529	88	132
NMAR_RS08400	NC_010085.1	1435913	1436380	-	468	361	474	296	294	746	882	6818	343	548
NMAR_RS08405	NC_010085.1	1436416	1437846	-	1431	2307	3225	2946	2291	1843	2009	18221	1592	1387
NMAR_RS08410	NC_010085.1	1437892	1438737	-	846	70	54	67	24	38	88	500	34	43
NMAR_RS08415	NC_010085.1	1438772	1439506	+	735	0	28	4	22	28	17	448	22	40
NMAR_RS08420	NC_010085.1	1439542	1440114	+	573	446	225	187	170	324	346	3627	328	252
NMAR_RS08425	NC_010085.1	1440119	1441642	+	1524	474	696	507	483	706	783	7886	551	600
NMAR_RS08430	NC_010085.1	1441652	1442008	+	357	31	55	54	62	115	72	1262	69	98
NMAR_RS08435	NC_010085.1	1442021	1442281	+	261	20	50	44	28	120	34	671	70	52
NMAR_RS08440	NC_010085.1	1442282	1443151	-	870	247	222	231	163	210	219	1815	201	179
NMAR_RS08445	NC_010085.1	1443189	1444811	-	1623	5457	6387	5894	4424	7466	7737	64175	4246	5379
NMAR_RS08450	NC_010085.1	1444856	1446571	-	1716	615	600	621	558	576	782	6050	607	655
NMAR_RS08455	NC_010085.1	1446690	1446971	+	282	878	1118	936	905	1834	1898	21634	1284	1551
NMAR_RS08460	NC_010085.1	1446968	1447165	+	198	330	315	266	193	545	520	5365	506	442
NMAR_RS08465	NC_010085.1	1447148	1447732	-	585	18	20	20	12	9	15	208	29	15
NMAR_RS08470	NC_010085.1	1447729	1448454	-	726	97	70	147	102	151	138	1188	56	126
NMAR_RS08475	NC_010085.1	1448447	1449418	-	972	192	208	207	129	220	293	2849	163	202
NMAR_RS08480	NC_010085.1	1449415	1450254	-	840	102	72	123	41	129	176	1502	122	114
NMAR_RS08485	NC_010085.1	1450251	1451330	-	1080	424	464	352	271	224	276	2778	262	243
NMAR_RS08490	NC_010085.1	1451414	1452490	+	1077	1802	2382	2346	1656	2161	2136	20634	1343	1880
NMAR_RS08495	NC_010085.1	1452579	1453028	+	450	123	88	70	116	217	226	1806	125	148
NMAR_RS08500	NC_010085.1	1453031	1453960	+	930	662	1022	858	590	1178	1384	12482	909	930
NMAR_RS08505	NC_010085.1	1453955	1454164	-	210	18	14	0	0	32	16	267	9	41
NMAR_RS09860	NC_010085.1	1454255	1454413	+	159	0	0	0	1	0	2	66	0	0
NMAR_RS08510	NC_010085.1	1454474	1454968	+	495	316	493	306	165	715	626	6980	303	473
NMAR_RS10070	NC_010085.1	1454981	1455127	-	147	7	32	24	34	6	38	191	12	18
NMAR_RS08520	NC_010085.1	1456838	1457221	+	384	59	88	95	87	138	105	1594	124	160
NMAR_RS08525	NC_010085.1	1457218	1457901	+	684	22	26	0	18	46	12	294	22	19
NMAR_RS08530	NC_010085.1	1457903	1458568	-	666	164	202	151	104	105	176	1227	93	151
NMAR_RS08535	NC_010085.1	1458608	1459021	-	414	779	1257	1040	864	1724	1886	13901	754	1154
NMAR_RS08540	NC_010085.1	1459073	1459558	-	486	302	285	204	174	294	301	2750	237	282
NMAR_RS08545	NC_010085.1	1459613	1460944	-	1332	791	1045	765	712	533	456	5897	399	439
NMAR_RS08550	NC_010085.1	1460937	1461278	-	342	632	543	361	516	343	281	3599	265	399
NMAR_RS08555	NC_010085.1	1461296	1461742	-	447	24521	21373	13704	13024	22635	13821	137244	11109	15833
NMAR_RS08560	NC_010085.1	1462053	1462598	-	546	88	131	162	105	118	137	1550	63	127
NMAR_RS08565	NC_010085.1	1462737	1463063	-	327	1788	3193	2403	1608	2678	2769	20539	1157	1687
NMAR_RS08570	NC_010085.1	1463132	1463473	-	342	2540	3859	2673	2661	1434	1508	20891	1522	1537
NMAR_RS08575	NC_010085.1	1463470	1463943	-	474	267	272	290	285	197	199	2272	137	177
NMAR_RS08580	NC_010085.1	1464034	1465080	+	1047	255	542	325	438	446	471	5387	344	373
NMAR_RS08585	NC_010085.1	1465136	1466251	+	1116	74	132	57	58	93	114	979	36	96
NMAR_RS08590	NC_010085.1	1466241	1466774	+	534	26	30	19	30	68	28	290	24	20
NMAR_RS08595	NC_010085.1	1466801	1467316	+	516	379	633	414	330	652	681	7015	482	573
NMAR_RS08600	NC_010085.1	1467383	1468774	+	1392	512	551	560	394	760	829	6948	481	521
NMAR_RS08605	NC_010085.1	1468916	1469215	-	300	66	106	72	57	57	78	533	49	40
NMAR_RS08610	NC_010085.1	1469218	1469775	-	558	139	203	155	119	110	182	1286	73	105
NMAR_RS08615	NC_010085.1	1469869	1470123	-	255	5303	4388	2392	2320	14418	11653	130349	9032	11940
NMAR_RS08620	NC_010085.1	1470160	1470816	-	657	60	61	40	39	74	45	863	70	74
NMAR_RS08625	NC_010085.1	1470803	1471993	-	1191	278	400	267	236	504	432	5117	326	412
NMAR_RS08630	NC_010085.1	1471987	1472742	-	756	85	157	106	99	148	113	1513	122	93
NMAR_RS08635	NC_010085.1	1472739	1473155	-	417	317	483	313	265	444	412	4591	259	421
NMAR_RS08640	NC_010085.1	1473158	1473823	-	666	569	918	745	504	1035	961	10755	607	831
NMAR_RS08645	NC_010085.1	1473902	1474486	-	585	260	362	265	253	299	265	2403	237	218
NMAR_RS08650	NC_010085.1	1474520	1475245	-	726	757	1043	503	900	261	301	3607	204	285
NMAR_RS09870	NC_010085.1	1475309	1475452	-	144	314	407	207	414	372	379	4371	150	294
NMAR_RS08655	NC_010085.1	1475511	1475861	-	351	10	108	53	41	37	58	571	34	53
NMAR_RS08660	NC_010085.1	1475914	1476522	+	609	123	110	56	36	120	73	846	78	82
NMAR_RS08665	NC_010085.1	1476524	1477378	-	855	2017	2461	2014	1380	1411	1584	13868	1217	1468
NMAR_RS08670	NC_010085.1	1477386	1478462	-	1077	11613	16689	14542	11007	13463	15339	117866	8352	10805
NMAR_RS08675	NC_010085.1	1478505	1478786	-	282	50	112	114	109	87	50	909	50	76
NMAR_RS08680	NC_010085.1	1478794	1479246	-	453	744	970	853	668	1077	1400	11055	642	830
NMAR_RS08685	NC_010085.1	1479278	1479544	-	267	201	161	243	79	160	222	2219	145	154
NMAR_RS08690	NC_010085.1	1479633	1479706	-	74	12	24	16	20	2	4	62	8	15
NMAR_RS08695	NC_010085.1	1479729	1480397	-	669	39	28	17	22	43	24	485	34	19
NMAR_RS08700	NC_010085.1	1480399	1481523	-	1125	648	873	718	583	897	947	7346	586	729
NMAR_RS08705	NC_010085.1	1481570	1484224	-	2655	43542	51809	41534	37430	29721	35671	287075	26725	25710
NMAR_RS08710	NC_010085.1	1484428	1486599	-	2172	3116	4433	3054	2588	5404	6066	50397	3359	4228
NMAR_RS09875	NC_010085.1	1486737	1486898	-	162	19	26	34	28	27	76	385	12	29
NMAR_RS08715	NC_010085.1	1486969	1487334	-	366	594	792	600	738	460	630	6839	484	549
NMAR_RS08720	NC_010085.1	1487336	1488499	-	1164	4361	5711	5712	4178	3590	4617	32739	2263	2639
NMAR_RS08725	NC_010085.1	1488548	1489006	+	459	339	436	278	292	639	740	7198	542	590
NMAR_RS08730	NC_010085.1	1488990	1489796	-	807	78	163	80	113	190	170	1668	111	139
NMAR_RS08735	NC_010085.1	1489962	1490138	-	177	34	0	8	11	19	26	296	6	19
NMAR_RS08740	NC_010085.1	1490172	1490930	-	759	131	193	181	141	174	266	1809	161	179
NMAR_RS08745	NC_010085.1	1490971	1492524	-	1554	101	90	45	75	54	69	1012	70	81
NMAR_RS09880	NC_010085.1	1492676	1494547	-	1872	126	149	197	117	171	225	1517	85	107
NMAR_RS08755	NC_010085.1	1494591	1496402	-	1812	2439	2688	3190	2164	2256	2807	26399	1990	2542
NMAR_RS08760	NC_010085.1	1496471	1497802	-	1332	36	40	85	49	123	126	891	101	87
NMAR_RS08765	NC_010085.1	1497802	1499169	-	1368	112	103	83	76	145	205	2025	114	200
NMAR_RS08770	NC_010085.1	1499144	1500094	-	951	194	148	152	128	229	219	1681	103	173
NMAR_RS08775	NC_010085.1	1500095	1500967	-	873	74	73	75	46	81	79	748	64	122
NMAR_RS08780	NC_010085.1	1500977	1501999	-	1023	221	272	253	224	250	270	2982	194	237
NMAR_RS08785	NC_010085.1	1502127	1503287	-	1161	100	151	97	99	242	211	2112	144	115
NMAR_RS08790	NC_010085.1	1503352	1503852	-	501	1172	1135	739	528	1243	1054	8481	514	923
NMAR_RS08795	NC_010085.1	1503845	1504237	-	393	77	159	98	86	109	163	965	55	134
NMAR_RS08800	NC_010085.1	1504301	1505896	-	1596	470	431	491	441	695	806	8294	547	641
NMAR_RS08805	NC_010085.1	1505853	1506059	-	207	53	76	45	34	87	129	1441	63	90
NMAR_RS08810	NC_010085.1	1506093	1507805	-	1713	5617	6954	6803	5467	9539	10209	96144	7899	7368
NMAR_RS08815	NC_010085.1	1507916	1508743	+	828	999	1169	1158	804	1849	1705	20442	1599	1445
NMAR_RS08820	NC_010085.1	1508803	1509615	+	813	55057	51938	53897	38010	54701	62758	460911	38590	36826
NMAR_RS08825	NC_010085.1	1509629	1510258	-	630	1806	2051	1773	1719	1463	1682	16259	1337	1283
NMAR_RS08830	NC_010085.1	1510361	1513144	+	2784	1303	1315	991	869	1725	1877	15783	1189	1491
NMAR_RS08835	NC_010085.1	1513134	1513922	-	789	74	18	42	48	111	104	499	77	48
NMAR_RS08840	NC_010085.1	1513955	1514677	-	723	30	47	12	34	50	80	375	63	46
NMAR_RS08845	NC_010085.1	1514671	1515591	-	921	39	32	32	45	39	68	562	35	67
NMAR_RS08850	NC_010085.1	1515683	1516066	+	384	32	38	84	54	56	90	694	25	34
NMAR_RS08855	NC_010085.1	1516270	1516479	+	210	2	0	0	1	0	2	34	0	8
NMAR_RS08865	NC_010085.1	1516880	1517671	+	792	168	252	202	230	561	485	5455	404	432
NMAR_RS08870	NC_010085.1	1517700	1518122	-	423	4168	5177	4909	3634	4245	5201	41694	2627	3361
NMAR_RS08875	NC_010085.1	1518432	1519400	+	969	978	1055	1084	850	1592	1792	14704	1199	993
NMAR_RS08880	NC_010085.1	1519440	1519832	-	393	188	146	118	108	83	108	638	24	80
NMAR_RS08885	NC_010085.1	1520144	1521322	-	1179	183	148	241	103	89	167	1076	123	96
NMAR_RS08890	NC_010085.1	1521312	1522367	-	1056	85	84	109	60	50	74	597	44	39
NMAR_RS08895	NC_010085.1	1522483	1522974	-	492	73	156	60	82	104	88	904	42	82
NMAR_RS08900	NC_010085.1	1523135	1523638	-	504	457	676	641	484	840	724	9528	791	584
NMAR_RS08905	NC_010085.1	1523754	1524788	-	1035	454	557	510	433	507	609	5199	462	331
NMAR_RS08910	NC_010085.1	1525130	1526542	-	1413	375343	420107	433952	297466	556040	646669	4104208	330256	392817
NMAR_RS08915	NC_010085.1	1526745	1527371	-	627	54	72	72	41	115	139	1503	66	154
NMAR_RS08920	NC_010085.1	1527377	1528291	-	915	32	58	66	40	91	129	844	74	91
NMAR_RS08930	NC_010085.1	1529002	1529724	+	723	2	56	50	8	61	43	660	28	22
NMAR_RS08935	NC_010085.1	1529732	1529953	+	222	9	0	0	0	0	4	0	0	3
NMAR_RS08940	NC_010085.1	1530045	1531619	+	1575	286	335	430	236	595	515	7183	454	551
NMAR_RS08945	NC_010085.1	1531738	1532256	+	519	54	100	40	80	80	114	820	75	66
NMAR_RS08950	NC_010085.1	1532270	1533415	-	1146	672	846	1128	775	1116	1095	9627	468	899
NMAR_RS08955	NC_010085.1	1533576	1534310	+	735	197	235	126	168	285	202	2525	168	337
NMAR_RS08960	NC_010085.1	1534532	1534915	-	384	12	44	25	39	16	17	185	10	11
NMAR_RS08965	NC_010085.1	1534989	1536686	-	1698	252	256	283	208	544	589	4986	352	450
NMAR_RS08970	NC_010085.1	1536711	1537364	-	654	22	28	30	21	43	53	401	34	45
NMAR_RS08975	NC_010085.1	1537367	1538377	-	1011	48	80	120	37	286	298	3181	193	166
NMAR_RS08980	NC_010085.1	1539070	1539273	-	204	18	38	8	28	18	24	228	4	28
NMAR_RS10045	NC_010085.1	1539427	1539555	+	129	0	6	2	12	0	0	0	7	0
NMAR_RS08985	NC_010085.1	1539589	1540227	+	639	89	109	173	79	191	196	1722	109	99
NMAR_RS08990	NC_010085.1	1540579	1541460	-	882	48	42	2	4	10	10	165	14	6
NMAR_RS08995	NC_010085.1	1541870	1542235	+	366	150	167	134	133	137	159	877	64	74
NMAR_RS09000	NC_010085.1	1542223	1542552	+	330	3	31	32	16	41	26	361	58	24
NMAR_RS09005	NC_010085.1	1542607	1543926	-	1320	473	671	521	545	481	532	4299	412	484
NMAR_RS09010	NC_010085.1	1543991	1545361	-	1371	223	354	292	162	424	348	3978	357	334
NMAR_RS09015	NC_010085.1	1545383	1546093	-	711	480	626	562	615	587	337	4476	397	363
NMAR_RS09020	NC_010085.1	1546135	1547064	-	930	744	711	490	552	784	845	6623	508	617
NMAR_RS09025	NC_010085.1	1547106	1547567	+	462	420	608	492	322	565	694	7000	310	504
NMAR_RS09030	NC_010085.1	1547603	1547911	-	309	6861	4512	4836	4056	4862	6628	43761	3090	3666
NMAR_RS10050	NC_010085.1	1547961	1548092	-	132	19	58	30	46	51	72	828	24	32
NMAR_RS09035	NC_010085.1	1548095	1548724	-	630	1254	1367	937	825	1616	1532	13850	1321	1168
NMAR_RS09040	NC_010085.1	1548729	1550114	-	1386	10923	12790	10695	9859	10701	12049	111079	12047	9633
NMAR_RS09045	NC_010085.1	1550111	1551889	-	1779	9599	12142	11681	9959	11003	11938	115186	8025	8674
NMAR_RS09050	NC_010085.1	1551891	1552487	-	597	1304	2300	1255	1213	1625	1930	16983	942	1419
NMAR_RS09055	NC_010085.1	1552577	1554676	+	2100	4850	5602	5012	4147	6490	6760	60667	4639	4713
NMAR_RS09060	NC_010085.1	1554694	1555470	-	777	254	446	162	203	241	250	2445	192	223
NMAR_RS09065	NC_010085.1	1555761	1556753	+	993	34	50	0	12	26	36	273	17	19
NMAR_RS09070	NC_010085.1	1556756	1557397	-	642	419	530	377	484	322	392	3431	164	284
NMAR_RS09075	NC_010085.1	1557401	1558177	-	777	743	847	662	808	404	359	3783	424	328
NMAR_RS09080	NC_010085.1	1558251	1559816	-	1566	650693	364676	387468	312766	394218	528771	3568244	361766	314860
NMAR_RS09085	NC_010085.1	1559945	1560610	+	666	268	247	200	187	189	283	2357	139	144
NMAR_RS09090	NC_010085.1	1560670	1561704	+	1035	3938	4909	4205	3827	3888	4086	38234	2914	3307
NMAR_RS09095	NC_010085.1	1561713	1561949	+	237	26	32	67	44	55	34	389	19	29
NMAR_RS09100	NC_010085.1	1561983	1562630	+	648	1069	1242	939	878	1071	1073	11843	922	1022
NMAR_RS09105	NC_010085.1	1562875	1563429	-	555	506	788	585	592	665	720	5994	394	440
NMAR_RS09110	NC_010085.1	1563501	1563851	+	351	110	152	76	63	76	74	1292	88	91
NMAR_RS09115	NC_010085.1	1563854	1564537	-	684	909	888	701	701	793	871	7267	618	655
NMAR_RS09120	NC_010085.1	1564534	1565769	-	1236	78	76	22	39	122	143	1141	106	113
NMAR_RS09125	NC_010085.1	1565766	1566347	-	582	82	98	36	38	98	128	973	50	64
NMAR_RS09130	NC_010085.1	1566629	1567009	+	381	147	291	159	175	235	179	2604	200	225
NMAR_RS09135	NC_010085.1	1567013	1568557	-	1545	305	396	347	214	469	604	5503	393	553
NMAR_RS09140	NC_010085.1	1568561	1568944	-	384	43	50	28	87	109	231	1225	68	96
NMAR_RS09145	NC_010085.1	1569000	1569188	-	189	8	2	4	4	2	2	50	0	4
NMAR_RS09150	NC_010085.1	1569248	1569589	-	342	114	81	24	49	71	96	1378	231	116
NMAR_RS09155	NC_010085.1	1569640	1570932	-	1293	852	927	993	784	988	653	7528	441	420
NMAR_RS09160	NC_010085.1	1570929	1571618	-	690	736	956	969	860	801	488	6917	444	402
NMAR_RS09165	NC_010085.1	1571629	1572786	-	1158	699	678	934	676	1344	1128	9899	613	757
NMAR_RS09170	NC_010085.1	1572933	1573835	+	903	52	26	56	30	86	50	755	60	46
NMAR_RS09175	NC_010085.1	1573861	1574376	+	516	35	87	50	50	77	57	791	43	45
NMAR_RS09180	NC_010085.1	1574377	1575357	-	981	255	334	256	220	154	246	1994	114	152
NMAR_RS09185	NC_010085.1	1575422	1576333	+	912	12	48	18	18	109	125	618	55	62
NMAR_RS09190	NC_010085.1	1576344	1577108	+	765	24	47	71	71	137	90	858	123	83
NMAR_RS09195	NC_010085.1	1577101	1577940	+	840	102	81	118	72	203	242	1822	159	109
NMAR_RS09200	NC_010085.1	1577930	1579174	+	1245	112	180	102	77	347	269	1834	120	155
NMAR_RS09205	NC_010085.1	1579343	1580185	+	843	57	62	32	44	60	66	422	24	60
NMAR_RS09210	NC_010085.1	1580200	1580682	+	483	58	26	27	6	70	48	566	63	51
NMAR_RS09215	NC_010085.1	1580685	1581749	-	1065	629	566	388	377	361	434	3895	391	386
NMAR_RS09220	NC_010085.1	1581822	1582835	+	1014	397	509	466	414	549	573	5922	327	421
NMAR_RS09225	NC_010085.1	1582909	1583187	+	279	274	451	226	249	548	504	6154	418	547
NMAR_RS09230	NC_010085.1	1583179	1585119	-	1941	2684	3502	2804	3044	2877	2967	31300	2018	2711
NMAR_RS09235	NC_010085.1	1585127	1585759	-	633	2386	3016	2171	1777	2854	3079	28557	2281	2196
NMAR_RS09240	NC_010085.1	1585837	1586901	+	1065	236	337	168	223	322	441	3931	402	285
NMAR_RS09245	NC_010085.1	1586903	1587649	-	747	1231	1399	1295	1148	1917	2136	16802	1629	1725
NMAR_RS09250	NC_010085.1	1587692	1588837	-	1146	2414	3778	2675	2330	3418	3285	34696	2420	2868
NMAR_RS09255	NC_010085.1	1588879	1589373	-	495	27	50	85	6	58	30	670	24	51
NMAR_RS09260	NC_010085.1	1589437	1590453	+	1017	32	4	26	0	18	8	114	23	18
NMAR_RS09265	NC_010085.1	1590433	1590930	-	498	56	32	46	30	112	91	849	46	75
NMAR_RS09270	NC_010085.1	1591012	1591506	+	495	533	455	528	469	817	661	5848	770	454
NMAR_RS09275	NC_010085.1	1591515	1591588	-	74	66	36	34	57	22	40	354	24	26
NMAR_RS09280	NC_010085.1	1591671	1592381	+	711	141	131	122	130	104	138	1532	107	145
NMAR_RS09285	NC_010085.1	1592406	1592498	+	93	26	2	6	0	0	6	30	1	1
NMAR_RS09290	NC_010085.1	1592549	1593073	+	525	109	168	96	128	152	171	2572	193	219
NMAR_RS09295	NC_010085.1	1593432	1593893	-	462	1710	2561	1850	1829	2859	2387	23824	1732	2105
NMAR_RS09300	NC_010085.1	1593978	1594208	-	231	2011	2525	2221	1687	3358	4295	33679	1801	2539
NMAR_RS09305	NC_010085.1	1594446	1594922	+	477	270	311	287	208	312	406	3787	210	278
NMAR_RS09310	NC_010085.1	1594923	1595819	+	897	97	137	83	116	110	166	1242	100	89
NMAR_RS09885	NC_010085.1	1595806	1595961	-	156	2	10	18	2	5	13	133	17	12
NMAR_RS09320	NC_010085.1	1596190	1596669	-	480	70	163	108	102	246	261	2979	173	249
NMAR_RS09325	NC_010085.1	1596801	1597250	+	450	564	394	531	404	829	846	14691	1394	746
NMAR_RS09330	NC_010085.1	1597262	1598155	+	894	78	197	201	87	182	240	2249	121	160
NMAR_RS09335	NC_010085.1	1598195	1598542	+	348	120	155	137	140	254	267	2836	145	201
NMAR_RS09340	NC_010085.1	1598547	1599014	-	468	8	26	18	55	32	20	358	8	35
NMAR_RS09345	NC_010085.1	1599007	1600140	-	1134	39	90	38	24	126	104	1252	95	89
NMAR_RS09350	NC_010085.1	1600176	1600748	+	573	43	58	122	75	200	180	969	90	132
NMAR_RS09355	NC_010085.1	1600797	1600985	+	189	0	0	28	2	6	6	67	12	5
NMAR_RS09360	NC_010085.1	1600994	1601203	-	210	48	24	64	36	60	62	659	30	86
NMAR_RS09365	NC_010085.1	1601298	1602344	+	1047	237	228	195	151	314	444	3548	293	324
NMAR_RS09370	NC_010085.1	1602341	1603135	-	795	353	436	224	264	204	201	2093	241	222
NMAR_RS09375	NC_010085.1	1603180	1604643	-	1464	644	921	800	549	1022	1384	10460	771	784
NMAR_RS09380	NC_010085.1	1604682	1606085	-	1404	919	1175	1096	873	1449	1627	13115	1228	1193
NMAR_RS09385	NC_010085.1	1606121	1606867	-	747	703	566	442	485	883	771	5605	457	636
NMAR_RS09390	NC_010085.1	1606902	1607219	-	318	911	1055	751	569	683	610	6202	300	493
NMAR_RS09395	NC_010085.1	1607221	1607499	-	279	1438	2109	995	1114	1665	1833	18461	1599	1395
NMAR_RS09400	NC_010085.1	1607551	1608087	+	537	473	556	564	341	765	672	8125	588	609
NMAR_RS09890	NC_010085.1	1608118	1608270	+	153	0	0	0	2	12	10	25	9	11
NMAR_RS09895	NC_010085.1	1608281	1608427	+	147	7	16	18	35	7	3	162	21	22
NMAR_RS09405	NC_010085.1	1608424	1608918	-	495	183	339	300	109	342	343	3548	258	350
NMAR_RS09410	NC_010085.1	1608962	1609603	-	642	6	24	12	10	30	12	257	4	31
NMAR_RS09415	NC_010085.1	1609679	1609936	+	258	59	83	40	49	132	95	1011	61	50
NMAR_RS09420	NC_010085.1	1609931	1611076	-	1146	48	48	22	19	68	70	569	20	56
NMAR_RS09425	NC_010085.1	1611103	1611699	+	597	19	8	21	8	26	24	337	17	22
NMAR_RS09430	NC_010085.1	1611819	1612118	+	300	41759	49700	54256	40361	95485	123261	698435	41686	59975
NMAR_RS09435	NC_010085.1	1612286	1614061	+	1776	245	217	178	179	307	320	2953	210	242
NMAR_RS09440	NC_010085.1	1614058	1615212	-	1155	338	328	148	213	309	175	2854	289	211
NMAR_RS09445	NC_010085.1	1615312	1615734	-	423	208	172	226	146	908	707	3968	423	300
NMAR_RS09450	NC_010085.1	1615843	1617138	+	1296	38	64	76	68	77	81	440	112	40
NMAR_RS09455	NC_010085.1	1617135	1617791	-	657	501	767	566	524	765	785	7139	650	604
NMAR_RS09460	NC_010085.1	1617863	1619308	-	1446	842	812	708	485	1007	1124	11351	873	871
NMAR_RS09465	NC_010085.1	1619396	1620742	-	1347	1750	2528	1626	1499	1462	1863	15252	1071	1322
NMAR_RS09470	NC_010085.1	1620870	1622612	+	1743	609	628	433	337	1152	1072	9829	706	772
NMAR_RS09475	NC_010085.1	1622655	1623530	+	876	266	230	85	106	226	239	2619	180	202
NMAR_RS09480	NC_010085.1	1623530	1624477	+	948	28	14	29	16	59	29	390	57	41
NMAR_RS09485	NC_010085.1	1624474	1625373	+	900	12	12	23	25	47	28	641	14	35
NMAR_RS09490	NC_010085.1	1625376	1626098	+	723	27	26	76	51	90	56	810	41	62
NMAR_RS09495	NC_010085.1	1626093	1626833	-	741	102	99	67	92	211	291	2175	273	211
NMAR_RS09500	NC_010085.1	1626908	1627312	-	405	38	8	2	15	20	20	149	10	36
NMAR_RS09505	NC_010085.1	1627309	1627857	-	549	46	50	38	48	80	66	953	68	96
NMAR_RS09510	NC_010085.1	1627930	1628472	+	543	4	24	8	0	24	16	126	21	14
NMAR_RS09515	NC_010085.1	1628469	1629800	+	1332	77	78	63	59	143	117	1227	88	92
NMAR_RS09520	NC_010085.1	1629775	1630536	+	762	120	151	100	65	200	205	1134	116	127
NMAR_RS09525	NC_010085.1	1630537	1630610	-	74	0	5	0	0	6	0	14	0	0
NMAR_RS09530	NC_010085.1	1630667	1630876	+	210	47	47	51	66	122	117	1030	103	113
NMAR_RS09535	NC_010085.1	1630877	1632025	-	1149	104	120	111	82	145	175	1427	127	169
NMAR_RS09540	NC_010085.1	1632027	1632767	-	741	354	503	416	212	388	458	3636	250	368
NMAR_RS09545	NC_010085.1	1632871	1633092	+	222	120	233	139	157	100	99	1126	91	85
NMAR_RS09550	NC_010085.1	1633089	1633373	-	285	98	113	84	97	102	116	884	92	70
NMAR_RS09555	NC_010085.1	1633406	1633963	-	558	224	273	95	115	235	201	2334	183	257
NMAR_RS09560	NC_010085.1	1634017	1635477	+	1461	1174	1465	1231	975	1658	1930	12875	1094	1305
NMAR_RS09565	NC_010085.1	1635474	1635752	-	279	40	73	118	77	82	84	1095	67	73
NMAR_RS09570	NC_010085.1	1635808	1637520	-	1713	7614	8783	8199	6278	7224	7679	67837	4864	5439
NMAR_RS09575	NC_010085.1	1637624	1638946	+	1323	3015	3432	3186	2812	2920	3230	31283	2824	2158
NMAR_RS09580	NC_010085.1	1638948	1642325	-	3378	3666	4323	3897	3317	2839	3647	29802	2260	2521
NMAR_RS09585	NC_010085.1	1642337	1643089	-	753	3406	4564	3722	3402	3350	3569	34785	3023	2690
NMAR_RS09590	NC_010085.1	1643155	1643517	+	363	20	10	44	25	47	35	513	21	16
NMAR_RS09595	NC_010085.1	1643644	1644246	+	603	1105	1211	906	969	1020	902	14669	969	853
NMAR_RS09600	NC_010085.1	1644373	1644534	+	162	74	119	70	53	43	41	490	49	43
NMAR_RS09605	NC_010085.1	1644540	1644926	-	387	422	640	614	324	582	704	7311	364	485
